"Id","Date Created","Shot > Sequence","Shot > Description","Motion description","Project",
"134149","2025/03/28 17:14:13","2025-03-25","Closing eyes, Breathing deeply, Reaching out to touch a tree/ground (optional), Feeling a connection, Receiving a vision/message (shown through facial expressions).","","crs",
"134146","2025/03/28 16:58:02","2025-03-25","Playing ukulele: Strumming chords, Fingerpicking, Tuning, Adjusting strap, Playing a solo.","Person crouching on the floor stands up and plays the ukulele, taking a few steps around","crs",
"134145","2025/03/28 16:57:03","2025-03-25","Playing ukulele: Strumming chords, Fingerpicking, Tuning, Adjusting strap, Playing a solo.","Person crouching on the ground playing an ukulele","crs",
"134143","2025/03/28 16:53:31","2025-03-25","Playing ukulele: Strumming chords, Fingerpicking, Tuning, Adjusting strap, Playing a solo.","Person playing an ukulele, takes a few steps forward and crouches with left knee touching the ground","crs",
"134142","2025/03/28 16:52:12","2025-03-25","Playing ukulele: Strumming chords, Fingerpicking, Tuning, Adjusting strap, Playing a solo.","Person leaning on a wall playing the ukulele","crs",
"134141","2025/03/28 16:50:27","2025-03-25","Playing ukulele: Strumming chords, Fingerpicking, Tuning, Adjusting strap, Playing a solo.","Person playing an ukulele walking to a wall to lean on","crs",
"134140","2025/03/28 16:49:36","2025-03-25","Playing ukulele: Strumming chords, Fingerpicking, Tuning, Adjusting strap, Playing a solo.","Person playing an ukulele and walking around","crs",
"134139","2025/03/28 16:47:29","2025-03-25","Playing ukulele: Strumming chords, Fingerpicking, Tuning, Adjusting strap, Playing a solo.","Person playing an ukulele walking backward and forward, strumming gently, slightly bending knees and body forward","crs",
"134138","2025/03/28 16:45:09","2025-03-25","Playing ukulele: Strumming chords, Fingerpicking, Tuning, Adjusting strap, Playing a solo.","Person standing playing a wide ukulele note","crs",
"134137","2025/03/28 16:44:38","2025-03-25","Playing ukulele: Strumming chords, Fingerpicking, Tuning, Adjusting strap, Playing a solo.","Person standing playing an ukulele and walking a bit forward and backward,  starts strumming energetically","crs",
"134136","2025/03/28 16:42:27","2025-03-25","Playing ukulele: Strumming chords, Fingerpicking, Tuning, Adjusting strap, Playing a solo.","Person standing up testing the sound of an ukulele","crs",
"134135","2025/03/28 16:39:39","2025-03-25","Playing ukulele: Strumming chords, Fingerpicking, Tuning, Adjusting strap, Playing a solo.","Person standing up preparing to play ukulele, tuning strings","crs",
"134125","2025/03/28 14:22:41","2025-03-25","Playing piano, classical music","Person sitting down playing the piano softly gesturing, leaning body back and forth while swaying to the music","crs",
"134124","2025/03/28 14:21:22","2025-03-25","Playing piano, classical music","Person sitting down playing the piano with one hand","crs",
"134123","2025/03/28 14:19:30","2025-03-25","Playing piano, classical music","Person sitting down playing the piano playing soft notes leaning body backwards","crs",
"134122","2025/03/28 14:17:07","2025-03-25","Playing piano, classical music","Person sitting down playing the piano leaning body around, dramatic motions, strong emotion","crs",
"134121","2025/03/28 14:14:03","2025-03-25","Playing piano, classical music","Person sitting down playing the piano throwing hands playing notes, making  a long strum from low to high notes","crs",
"134120","2025/03/28 14:12:03","2025-03-25","Playing piano, classical music","Person sitting down playing the piano nodding head, making sharp movements, hitting low notes","crs",
"134119","2025/03/28 14:10:43","2025-03-25","Playing piano, classical music","Person preparing to play music on the keyboard, checking notes on phone","crs",
"134118","2025/03/28 14:09:40","2025-03-25","Playing piano, classical music","Person sitting down playing the piano leaning torso around, strong emotion, dramatic","crs",
"134117","2025/03/28 14:06:10","2025-03-25","Playing piano, classical music","Person sitting playing the piano rotating head around, expressing strong emotions while hitting chords","crs",
"134116","2025/03/28 14:02:11","2025-03-25","Playing piano, classical music","Person sitting down playing the piano moving arms around, playing classical music","crs",
"134115","2025/03/28 14:00:04","2025-03-25","Playing piano, classical music","Person sitting down in front of a piano / keyboard","crs",
"134082","2025/03/27 19:05:06","2025-03-25","Clenching fists, Gritting teeth, Tensing muscles, Eyes widening, Facial expression shifting to anger/ferocity, Letting out a roar (optional).","warrior, holding his sword with his left hand, hitting himself twice in the chest with his right hand and raising it above his head, ready for battle","crs",
"134081","2025/03/27 19:04:24","2025-03-25","Clenching fists, Gritting teeth, Tensing muscles, Eyes widening, Facial expression shifting to anger/ferocity, Letting out a roar (optional).","warrior, squats with his right leg and bows, holding his chest with his right hand, goes down on one knee, pledges allegeance","crs",
"134080","2025/03/27 19:03:15","2025-03-25","Clenching fists, Gritting teeth, Tensing muscles, Eyes widening, Facial expression shifting to anger/ferocity, Letting out a roar (optional).","warrior, takes out a sword with his right hand, raises it above his head and walks forward, marching towards battle","crs",
"134079","2025/03/27 19:02:32","2025-03-25","Clenching fists, Gritting teeth, Tensing muscles, Eyes widening, Facial expression shifting to anger/ferocity, Letting out a roar (optional).","warrior, draws a sword with his right hand and swings it back and forth","crs",
"134078","2025/03/27 19:01:06","2025-03-25","Clenching fists, Gritting teeth, Tensing muscles, Eyes widening, Facial expression shifting to anger/ferocity, Letting out a roar (optional).","warrior, walks a few steps forward and swings his right arm up and forward","crs",
"134077","2025/03/27 19:00:33","2025-03-25","Clenching fists, Gritting teeth, Tensing muscles, Eyes widening, Facial expression shifting to anger/ferocity, Letting out a roar (optional).","warrior, right arm extended upwards, left hand strikes chest, then right hand raises victoriously several times, finally raises both arms","crs",
"134075","2025/03/27 18:59:40","2025-03-25","Clenching fists, Gritting teeth, Tensing muscles, Eyes widening, Facial expression shifting to anger/ferocity, Letting out a roar (optional).","warrior, with arms swinging down and up above head, showing strength","crs",
"134074","2025/03/27 18:58:56","2025-03-25","Clenching fists, Gritting teeth, Tensing muscles, Eyes widening, Facial expression shifting to anger/ferocity, Letting out a roar (optional).","warrior, walks a few steps forward and raises his right hand victoriously, hits his chest with his left hand, finally raises both hands","crs",
"134071","2025/03/27 18:53:58","2025-03-25","Playing keyboard: Playing chords, Playing melodies, Using pedals, Adjusting settings, Playing with two hands.","Person sitting down playing the piano checking notes in phone","crs",
"134068","2025/03/27 18:50:35","2025-03-25","Playing keyboard: Playing chords, Playing melodies, Using pedals, Adjusting settings, Playing with two hands.","Person sitting down playing the piano with right hand","crs",
"134066","2025/03/27 18:49:29","2025-03-25","Playing keyboard: Playing chords, Playing melodies, Using pedals, Adjusting settings, Playing with two hands.","Person sitting down playing the piano with emotion and using feet, swaying body to the music","crs",
"134064","2025/03/27 18:47:01","2025-03-25","Playing keyboard: Playing chords, Playing melodies, Using pedals, Adjusting settings, Playing with two hands.","Person sitting down playing the piano with emotion and using feet","crs",
"134063","2025/03/27 18:45:05","2025-03-25","Playing keyboard: Playing chords, Playing melodies, Using pedals, Adjusting settings, Playing with two hands.","Person sitting down playing the piano and adjusting leg, pushing pedal","crs",
"134062","2025/03/27 18:40:11","2025-03-25","Playing keyboard: Playing chords, Playing melodies, Using pedals, Adjusting settings, Playing with two hands.","Person sitting down playing the piano notes from a side to another","crs",
"134061","2025/03/27 18:36:45","2025-03-25","Playing keyboard: Playing chords, Playing melodies, Using pedals, Adjusting settings, Playing with two hands.","Person sitting down playing the piano peacefully","crs",
